timestamp,title,summary,link
2024-06-01 01:30:00,Gold shops in Yangon stop selling pure gold and gold pieces,,https://elevenmyanmar.com/news/gold-shops-in-yangon-stop-selling-pure-gold-and-gold-pieces
2024-06-01 01:30:00,"Tens of billions of dollars in gold flows illegally out of Africa each year , a new report says - New Delhi Times - India Only International Newspaper",,https://www.newdelhitimes.com/tens-of-billions-of-dollars-in-gold-flows-illegally-out-of-africa-each-year-a-new-report-says/
2024-06-01 03:00:00,Gold bars and silver coins at Costco continue to be top sellers and a cheat code for boosting its online sales,,https://finance.yahoo.com/news/gold-bars-silver-coins-costco-235108248.html
2024-06-01 04:00:00,"Speculative Gold Positions See an Uptick , Reaching 236 . 6K in Latest CFTC Report",,https://forextv.com/forex-analysis/speculative-gold-positions-see-an-uptick-reaching-236-6k-in-latest-cftc-report/
2024-06-01 04:00:00,Gold Pecker Leads the Way : First Expert Advisor to Offer  PAMM by Gold Pecker  for Gold Traders,,https://www.itnewsonline.com/PRNewswire/Gold-Pecker-Leads-the-Way-First-Expert-Advisor-to-Offer-PAMM-by-Gold-Pecker-for-Gold-Traders/992177
2024-06-01 04:15:00,"Perth Mint Gold Token ( PMGT ) 24 - Hour Volume Hits $1 , 885 . 04",,https://www.wkrb13.com/2024/06/01/perth-mint-gold-token-pmgt-24-hour-volume-hits-1885-04.html
2024-06-01 05:00:00,Gold Rate Today Falls In India : Check 22 Carat Price In Your City On June 1,,https://www.news18.com/business/gold-rate-today-delhi-22-carat-10-gram-mumbai-gold-price-8912934.html
2024-06-01 05:30:00,Gold Posts Fourth Monthly Rise on Fed Rate Cut Hopes,,https://english.kontan.co.id/news/gold-posts-fourth-monthly-rise-on-fed-rate-cut-hopes
2024-06-01 06:15:00,What made RBI move 100 tonnes of gold from united kingdom to its vaults ? Here an explainer,,https://www.businesstoday.in/latest/economy/story/what-made-rbi-move-100-tonnes-of-gold-from-uk-to-its-vaults-heres-an-explainer-431671-2024-06-01
2024-06-01 06:30:00,Ventum Financial Raises Orezone Gold ( CVE : ORE ) Price Target to C$1 . 70,,https://www.modernreaders.com/news/2024/06/01/ventum-financial-raises-orezone-gold-cveore-price-target-to-c1-70.html
2024-06-01 07:15:00,Strategic Gold Exchange : A Smart Investment for Modern Times,,https://www.thehindubusinessline.com/brandhub/strategic-gold-exchange-a-smart-investment-for-modern-times/article68236861.ece
2024-06-01 08:15:00,Harmony Gold Mining ( NYSE : HMY ) Price Target Increased to $5 . 80 by Analysts at JPMorgan Chase & Co . ,,https://www.themarketsdaily.com/2024/06/01/harmony-gold-mining-nysehmy-price-target-increased-to-5-80-by-analysts-at-jpmorgan-chase-co.html
2024-06-01 08:15:00,Gold Price in Pakistan Today – 1 June 2024,,https://dnd.com.pk/gold-price-in-pakistan-today-1-june-2024/315480
2024-06-01 09:00:00,Gold | Reserve Bank of India brings in 100 tones of gold in India from Bank of England,,https://www.telegraphindia.com/business/reserve-bank-of-india-brings-in-100-tones-of-gold-in-india-from-bank-of-england/cid/2023959
2024-06-01 10:30:00,"Gold rate in Pakistan today : June 1 , 2024",,https://www.samaa.tv/2087315779-gold-rates-in-pakistan-witness-massive-dip
2024-06-01 11:15:00,New Gold ( NYSE : NGD ) Lowered to  Hold  at StockNews . com,,https://www.tickerreport.com/banking-finance/12075239/new-gold-nysengd-lowered-to-hold-at-stocknews-com.html
2024-06-01 12:00:00,"Gold price per tola falls Rs1 , 400 in Pakistan - Markets",,https://www.brecorder.com/news/40306361/gold-price-per-tola-falls-rs1400-in-pakistan
2024-06-01 15:15:00,Louisiana Reaffirms Gold And Silver As Legal Tender,,https://www.zerohedge.com/political/louisiana-reaffirms-gold-and-silver-legal-tender
2024-06-01 16:00:00,Fiore Gold ( CVE : F ) Stock Price Up 6 . 1 % ,,https://www.modernreaders.com/news/2024/06/01/fiore-gold-cvef-stock-price-up-6-1.html
2024-06-01 21:15:00,Kopernik Global Investors LLC Has $99 . 80 Million Stake in Harmony Gold Mining Company Limited ( NYSE : HMY ) ,,https://www.modernreaders.com/news/2024/06/01/kopernik-global-investors-llc-has-99-80-million-stake-in-harmony-gold-mining-company-limited-nysehmy.html
2024-06-01 22:15:00,Alaethes Wealth LLC Makes New $2 . 39 Million Investment in SPDR Gold Shares ( NYSEARCA : GLD ) ,,https://www.themarketsdaily.com/2024/06/01/alaethes-wealth-llc-makes-new-2-39-million-investment-in-spdr-gold-shares-nysearcagld.html
2024-06-02 03:30:00,"Bhopal : Assailants Attack Trader Carrying Gold , Cash , Victim Injured In Self - Defence",,https://www.freepressjournal.in/bhopal/bhopal-assailants-attack-trader-carrying-gold-cash-victim-injured-in-self-defence
2024-06-02 04:45:00,Govt tax hike escalates gold price in domestic market,,https://myrepublica.nagariknetwork.com/news/govt-tax-hike-escalates-gold-price-in-domestic-market/
2024-06-02 05:30:00,Gold and silver prices today on 02 - 06 - 2024 : Check latest rates in your city,,https://www.livemint.com/market/commodities/gold-and-silver-prices-today-on-02-06-2024-check-latest-rates-in-your-city-11717303515960.html
2024-06-02 05:45:00,Wesdome Gold Mines Ltd . ( OTCMKTS : WDOFF ) Short Interest Down 22 . 5 % in May,,https://theenterpriseleader.com/2024/06/02/wesdome-gold-mines-ltd-otcmktswdoff-short-interest-down-22-5-in-may.html
2024-06-02 05:45:00,Today Gold Rate in Pakistan 02 June 2024,,https://www.urdupoint.com/en/business/today-gold-rate-in-pakistan-02-june-2024-1831208.html
2024-06-02 07:00:00,Lundin Gold Inc . ( TSE : LUG ) Receives C$22 . 50 Consensus Price Target from Brokerages,,https://theenterpriseleader.com/2024/06/02/lundin-gold-inc-tselug-receives-c22-50-consensus-price-target-from-brokerages.html
2024-06-02 08:15:00,Gold Price Falls in India : Check 24 - Carat Rates in Your City Today,,https://zeenews.india.com/personal-finance/gold-price-falls-in-india-check-24-carat-rates-in-your-city-today-2754251.html
2024-06-02 11:45:00,A Collector Guide to Unveiling the 2024 One ounce precious metal silver Philharmonic,,https://www.bignewsnetwork.com/news/274392918/a-collector-guide-to-unveiling-the-2024-one-ounce-precious-metal-silver-philharmonic
2024-06-02 13:00:00,"UBS Raises Gold Price Targets , TRUMP Coin Hits All - Time High , and More",,https://biztoc.com/x/d5bdca9c475758f7
2024-06-02 13:00:00,  Im a stuntman with no pension – should I sell four of my Lamborghinis and buy gold ? ,,https://finance.yahoo.com/news/m-stuntman-no-pension-sell-142000937.html
2024-06-02 14:15:00,Fast food inflation : Which chains are hiking their prices the most ? ,,"https://www.theitem.com/stories/fast-food-inflation-which-chains-are-hiking-their-prices-the-most,416046"
2024-06-02 16:15:00,Zimbabwe mulls probe into drop in gold output,,https://bulawayo24.com/news/national/242209
2024-06-02 17:00:00,Illegal gold mining in F / Town escalates as police arrest 131 suspects,,https://www.sundaystandard.info/illegal-gold-mining-in-f-town-escalates-as-police-arrest-131-suspects/
2024-06-02 17:00:00,Rolex increases watch prices in united kingdom as gold rallies,,https://finance.yahoo.com/news/rolex-increases-watch-prices-uk-153212830.html
2024-06-02 19:45:00,"Global Endowment Management LP Sells 2 , 400 Shares of SPDR Gold Shares ( NYSEARCA : GLD ) ",,https://theenterpriseleader.com/2024/06/02/global-endowment-management-lp-sells-2400-shares-of-spdr-gold-shares-nysearcagld.html
2024-06-02 20:30:00,Gold prices decline amid strong dollar,,https://www.arabtimesonline.com/news/gold-prices-decline-amid-strong-dollar/
2024-06-03 00:15:00,"Gold Price Forecast : XAU / USD holds below $2 , 350 , geopolitical risks remain in focus",,https://www.fxstreet.com/news/gold-price-forecast-xau-usd-holds-below-2-350-geopolitical-risks-remain-in-focus-202406022357
2024-06-03 00:30:00,Baystreet . ca - TSX Flat on Rate Cut Suspense,,http://baystreet.ca/articles/marketupdates/98053/TSX-Flat-on-Rate-Cut-Suspense
2024-06-03 03:30:00,Gold holds steady as investors await US data for more Fed clues,,https://www.businesstimes.com.sg/companies-markets/energy-commodities/gold-holds-steady-investors-await-us-data-more-fed-clues
2024-06-03 04:15:00,New lithium and gold opportunities with Torque Metal Cristian Moreno,,https://www.marketscreener.com/quote/stock/TORQUE-METALS-LIMITED-122418964/news/New-lithium-and-gold-opportunities-with-Torque-Metals-Cristian-Moreno-46883200/
2024-06-03 04:15:00,Big4 banks and SJC sell gold bars directly to customers today,,https://vietnamnet.vn/en/big4-banks-and-sjc-sell-gold-bars-directly-to-customers-today-2287255.html
2024-06-03 04:45:00,"Gold Price Forecast : XAU / USD focuses on daily close below $2 , 330 and US ISM PMI",,https://www.fxstreet.com/analysis/gold-price-forecast-xau-usd-focuses-on-daily-close-below-2-330-and-us-ism-pmi-202406030358
2024-06-03 05:00:00,Central Coast jewelry store sees more business as price of gold is on the rise,,https://www.ksby.com/news/local-news/central-coast-jewelry-store-sees-more-business-as-price-of-gold-is-on-the-rise
2024-06-03 05:00:00,Gold little changed as traders seek more data for Fed rate cues,,https://www.moneycontrol.com/news/business/markets/gold-little-changed-as-traders-seek-more-data-for-fed-rate-cues-12739171.html
2024-06-03 05:30:00,Gold and silver prices today on 03 - 06 - 2024 : Check latest rates in your city,,https://www.livemint.com/market/commodities/gold-and-silver-prices-today-on-03-06-2024-check-latest-rates-in-your-city-11717389918055.html
2024-06-03 06:30:00,Caledonia to file preliminary economic assessment on chosen approach to develop the Bilboes sulphide gold project,,https://www.marketscreener.com/quote/stock/CALEDONIA-MINING-CORPORAT-37262404/news/Caledonia-to-file-preliminary-economic-assessment-on-chosen-approach-to-develop-the-Bilboes-sulphide-46883688/
2024-06-03 07:00:00,"Gold price drops by Rs 1 , 000 per tola on Monday ; Silver continues its fall",,https://thehimalayantimes.com/business/gold-price-drops-by-rs-1000-per-tola-on-monday-silver-continues-its-fall
2024-06-03 07:00:00,Gold sees little love from rate cut expectations ; Copper struggles,,https://biztoc.com/x/8224ce4a39414b03
2024-06-03 07:30:00,Gold Prices Hold Steady in Early Trade,,https://www.indiainfoline.com/news/gold/gold-prices-hold-steady-in-early-trade
2024-06-03 08:00:00,"Gold prices in Dubai Today Monday , June 3 , 2024",,https://www.albawaba.com/business/gold-prices-dubai-today-monday-june-3-1570458
2024-06-03 08:00:00,"Gold prices in Qatar Today Monday , June 3 , 2024",,https://www.albawaba.com/business/gold-prices-qatar-today-monday-june-3-1570459
2024-06-03 08:00:00,"Gold prices in Jordan Today 3 June , Monday",,https://www.albawaba.com/business/gold-prices-jordan-today-3-june-monday-1570463
2024-06-03 08:15:00,Gold prices in Vietnam decline after historical peak,,https://article.wn.com/view/2024/06/03/Gold_prices_in_Vietnam_decline_after_historical_peak/
2024-06-03 09:00:00,Gold Price in Pakistan Today – 3 June 2024,,https://dnd.com.pk/gold-price-in-pakistan-today-3-june-2024/315508
2024-06-03 09:15:00,Cyclones slash Australian gold production in March quarter,,https://www.miningweekly.com/article/cyclones-slash-australian-gold-production-in-march-quarter-2024-06-03
2024-06-03 10:15:00,Gold prices in neutral as investors seek more US data,,https://www.marketscreener.com/quote/index/S-P-GSCI-SILVER-INDEX-46869173/news/Gold-prices-in-neutral-as-investors-seek-more-US-data-46885952/
2024-06-03 11:45:00,Gold rates in Pakistan today ; June 3 2024,,https://arynews.tv/gold-price-in-pakistan-reaches-rs240300-per-tola/
2024-06-03 11:45:00,Bullion Hires Momentum PR Firm as Work Begins on Rivon Polymetallic Showing at Bodo Project,,https://www.marketscreener.com/quote/stock/BULLION-GOLD-RESOURCES-CO-49479135/news/Bullion-Hires-Momentum-PR-Firm-as-Work-Begins-on-Rivon-Polymetallic-Showing-at-Bodo-Project-46886853/
2024-06-03 12:15:00,Annual inflation rate jumps to 75 . 45 percent in May,,https://www.hurriyetdailynews.com/annual-inflation-rate-jumps-to-75-45-percent-in-may-196993
2024-06-03 12:15:00,SA fingered as a major transit hub for illegal gold exports with a tally of R657bn,,https://www.namibian.com.na/sa-fingered-as-a-major-transit-hub-for-illegal-gold-exports-with-a-tally-of-r657bn/
2024-06-03 13:00:00,Tharisa is latest PGM miner aiming to tap buoyant gold,,https://www.miningmx.com/top-story/57086-tharisa-is-latest-pgm-miner-aiming-to-tap-buoyant-gold/
2024-06-03 13:30:00,"Gold , diamond worth Tk 250cr entering into Bangladesh daily : Bajus",,https://www.thedailystar.net/news/bangladesh/news/gold-diamond-worth-tk-250cr-entering-bangladesh-daily-bajus-3625796
2024-06-03 13:45:00,Gold Analysis Today 03 / 06 : After Recent Sell - Offs ( Chart ) ,,https://www.dailyforex.com/forex-technical-analysis/2024/06/gold-analysis-3-june-2024/213057
2024-06-03 14:15:00,Gold Struggles For Direction In Lackluster Trade,,https://www.rttnews.com/3451757/gold-struggles-for-direction-in-lackluster-trade.aspx
2024-06-03 14:15:00,Will the price of gold climb in June ? Experts weigh in,,https://www.cbsnews.com/news/will-the-price-of-gold-climb-in-june-experts-weigh-in/
2024-06-03 14:30:00,Gold firms on Fed rate cut hopes ; investors await more US data,,https://www.marketscreener.com/quote/index/S-P-GSCI-SILVER-INDEX-46869173/news/Gold-firms-on-Fed-rate-cut-hopes-investors-await-more-US-data-46888891/
2024-06-03 14:30:00,Central Bank of Armenia : exchange rates and prices of precious metals - 03 - 06 - 24,,https://www.armenpress.am/eng/news/1138645.html
2024-06-03 17:45:00,"US Dollar Index Slips As US Manufacturing Contracts Again , Gold Nudges Higher",,https://www.dailyfx.com/news/us-dollar-index-slips-as-us-manufacturing-contracts-again-gold-nudges-higher-20240603.html
2024-06-03 19:45:00,Turkish Annual Inflation Rate Jumps to 75 . 45 Percent in May,,https://www.kibrispostasi.com/c140-DAILY_NEWS/n520830-turkish-annual-inflation-rate-jumps-to-7545-percent-in-may
2024-06-03 20:15:00,2024 American Eagle One Ounce Gold Uncirculated Coin,,https://www.globenewswire.com/news-release/2024/06/03/2892551/0/en/2024-American-Eagle-One-Ounce-Gold-Uncirculated-Coin-Available-on-June-6.html
2024-06-03 21:30:00,"Aya Gold & Silver Inc . ( TSE : AYA ) Senior Officer Alex Ball Sells 5 , 263 Shares",,https://www.dailypolitical.com/2024/06/03/aya-gold-silver-inc-tseaya-senior-officer-alex-ball-sells-5263-shares.html
2024-06-03 22:15:00,Osisko Gold Royalties ( NYSE : OR ) Reaches New 52 - Week High at $16 . 82,,https://www.dailypolitical.com/2024/06/03/osisko-gold-royalties-nyseor-reaches-new-52-week-high-at-16-82.html
2024-06-04 01:00:00,"Perth Mint Gold Token ( PMGT ) 1 - Day Volume Tops $1 , 885 . 04",,https://www.wkrb13.com/2024/06/04/perth-mint-gold-token-pmgt-1-day-volume-tops-1885-04.html
2024-06-04 01:00:00,Avenix Fzco Introduces Reversedo : The Innovative Forex Robot for XAUUSD Market,,https://dailycaller.com/2024/06/03/avenix-fzco-introduces-reversedo-the-innovative-forex-robot-for-xauusd-market/
2024-06-04 02:45:00,Gold flat as spotlight shifts to US data,,https://www.businesstimes.com.sg/companies-markets/energy-commodities/gold-flat-spotlight-shifts-us-data
2024-06-04 03:15:00,"Big4 banks , SJC sell gold bars directly to customers",,https://thoibaotaichinhvietnam.vn/big4-banks-sjc-sell-gold-bars-directly-to-customers-152165.html
2024-06-04 03:30:00,China benchmark interbank gold prices lower Tuesday,,http://www.china.org.cn/china/Off_the_Wire/2024-06/04/content_117233597.htm
2024-06-04 04:15:00,ROI Financial Advisors LLC Makes New Investment in SPDR Gold Shares ( NYSEARCA : GLD ) ,,https://www.wkrb13.com/2024/06/04/roi-financial-advisors-llc-makes-new-investment-in-spdr-gold-shares-nysearcagld.html
2024-06-04 04:15:00,Gold drifts lower with focus on US jobs data,,https://www.marketscreener.com/quote/index/S-P-GSCI-SILVER-INDEX-46869173/news/Gold-drifts-lower-with-focus-on-US-jobs-data-46894876/
2024-06-04 05:15:00,Gold Price Forecast : XAU / USD awaits US employment data for the range breakout,,https://www.fxstreet.com/analysis/gold-price-forecast-xau-usd-awaits-us-employment-data-for-the-range-breakout-202406040308
2024-06-04 05:15:00,"Gold trades with modest intraday losses , downside potential seems limited",,https://www.fxstreet.com/news/gold-price-bulls-largely-ignore-bearish-usd-50-day-sma-support-holds-the-key-202406040210
2024-06-04 05:15:00,Gold Rate Today Rises In India : Check 22 Carat Price In Your City On June 04,,https://www.news18.com/business/gold-rate-today-rises-in-india-check-22-carat-price-in-your-city-on-june-04-8920351.html
2024-06-04 06:15:00,BMO Capital Markets Boosts New Gold ( TSE : NGD ) Price Target to C$3 . 50,,https://www.themarketsdaily.com/2024/06/04/bmo-capital-markets-boosts-new-gold-tsengd-price-target-to-c3-50.html
2024-11-27 11:00:00,Gold Ticks Higher As Dollar Slips Ahead Of Key Inflation Reading,,https://www.finanznachrichten.de/nachrichten-2024-11/63928836-gold-ticks-higher-as-dollar-slips-ahead-of-key-inflation-reading-020.htm
2024-11-27 11:15:00,"Gold gains on tariff jitters , but rally faces resistance",,https://invezz.com/news/2024/11/27/gold-prices-rise-on-tariff-jitters-upside-momentum-may-remain-limited/
2024-11-27 11:15:00,Gold prices rise on tariff jitters ; upside momentum may remain limited,,https://article.wn.com/view/2024/11/27/Gold_prices_rise_on_tariff_jitters_upside_momentum_may_remai/
2024-11-27 11:30:00,"Gold prices expected to jump to $3150 per troy ounce , 19 % over current levels : Goldman Sachs",,https://economictimes.indiatimes.com/industry/cons-products/fashion-/-cosmetics-/-jewellery/gold-prices-expected-to-jump-to-3150-per-troy-ounce-19-over-current-levels-goldman-sachs/articleshow/115732727.cms
2024-11-27 12:15:00,"BoG gold coin launched ; prices range from GH₵11 , 000 to GH₵45 , 000",,https://www.modernghana.com/news/1360389/bogs-gold-coin-launched-prices-range-from-gh11.html
2024-11-27 12:30:00,Maritime Resources Corp .: Maritime Trench Sampling at Hammerdown Returns 49 gpt Gold Over 0 . 4 Metres Width Along a Strike Length of 45 Metres,,https://www.finanznachrichten.de/nachrichten-2024-11/63929789-maritime-resources-corp-maritime-trench-sampling-at-hammerdown-returns-49-gpt-gold-over-0-4-metres-width-along-a-strike-length-of-45-metres-296.htm
2024-11-27 12:45:00,Gold Loan Market – Cardinal Courier,,https://cardinalcourieronline.com/tag/gold-loan-market/
2024-11-27 13:00:00,"Red Pine Exploration Prospecting Confirms Significant Gold Mineralization at the War Eagle Zone , Wawa Gold Project",,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/790-tsx-venture/rpx/171233-red-pine-prospecting-confirms-significant-gold-mineralization-at-the-war-eagle-zone-wawa-gold-project.html
2024-11-27 13:00:00,Maritime Resources Trench Sampling at Hammerdown Returns 49 gpt Gold Over 0 . 4 Metres Width Along a Strike Length of 45 Metres,,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/1227-tsx-venture/mae/171225-maritime-trench-sampling-at-hammerdown-returns-49-gpt-gold-over-0-4-metres-width-along-a-strike-length-of-45-metres.html
2024-11-27 13:15:00,Dubai record breaking 300 kg gold bar – Infinite Unknown,,https://infiniteunknown.net/2024/11/27/dubais-record-breaking-300-kg-gold-bar/
